+-------+-----+-------+------+-----+-----+--------+-------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+
| COUNT | 1XX |  2XX  | 3XX  | 4XX | 5XX | METHOD |                 URI                 |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
| 45    | 0   | 45    | 0    | 0   | 0   | GET    | /api/owner/sales                    | 0.035 | 0.220 | 4.498   | 0.100 | 0.140 | 0.153 | 0.220 | 0.034  | 396.000    | 9017.000   | 29254.000    | 650.089    |
| 72    | 0   | 72    | 0    | 0   | 0   | GET    | /api/app/rides                      | 0.001 | 0.270 | 3.713   | 0.052 | 0.104 | 0.129 | 0.270 | 0.044  | 12.000     | 2158.000   | 7929.000     | 110.125    |
| 48    | 0   | 48    | 0    | 0   | 0   | POST   | /api/app/payment-methods            | 0.015 | 0.157 | 2.982   | 0.062 | 0.153 | 0.157 | 0.157 | 0.048  | 0.000      | 0.000      | 0.000        | 0.000      |
| 1     | 0   | 1     | 0    | 0   | 0   | POST   | /api/initialize                     | 2.356 | 2.356 | 2.356   | 2.356 | 2.356 | 2.356 | 2.356 | 0.000  | 17.000     | 17.000     | 17.000       | 17.000     |
| 48    | 0   | 48    | 0    | 0   | 0   | POST   | /api/app/users                      | 0.006 | 0.153 | 2.347   | 0.049 | 0.085 | 0.097 | 0.153 | 0.033  | 86.000     | 86.000     | 4128.000     | 86.000     |
| 59    | 0   | 59    | 0    | 0   | 0   | POST   | /api/app/rides/estimated-fare       | 0.001 | 0.105 | 2.055   | 0.035 | 0.072 | 0.088 | 0.105 | 0.026  | 26.000     | 29.000     | 1663.000     | 28.186     |
| 26    | 0   | 26    | 0    | 0   | 0   | POST   | /api/chair/activity                 | 0.013 | 0.168 | 1.899   | 0.073 | 0.155 | 0.155 | 0.168 | 0.056  | 0.000      | 0.000      | 0.000        | 0.000      |
| 26    | 0   | 26    | 0    | 0   | 0   | POST   | /api/chair/chairs                   | 0.006 | 0.047 | 0.308   | 0.012 | 0.024 | 0.036 | 0.047 | 0.010  | 75.000     | 75.000     | 1950.000     | 75.000     |
| 4227  | 0   | 1239  | 2988 | 0   | 0   | GET    | /assets.*                           | 0.000 | 0.008 | 0.113   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 184569.000 | 19153704.000 | 4531.276   |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /api/owner/sales?                   | 0.039 | 0.039 | 0.039   | 0.039 | 0.039 | 0.039 | 0.039 | 0.000  | 9183.000   | 9183.000   | 9183.000     | 9183.000   |
| 5     | 0   | 5     | 0    | 0   | 0   | POST   | /api/owner/owners                   | 0.006 | 0.007 | 0.031   | 0.006 | 0.007 | 0.007 | 0.007 | 0.000  | 125.000    | 125.000    | 625.000      | 125.000    |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/town.svg                    | 0.000 | 0.005 | 0.005   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 128735.000 | 6308015.000  | 42621.723  |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/buildings4.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 4582.000   | 224518.000   | 1517.014   |
| 93    | 0   | 6     | 87   | 0   | 0   | GET    | /owner                              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 704.000    | 4224.000     | 45.419     |
| 240   | 0   | 54    | 186  | 0   | 0   | GET    | /favicon-32x32.png                  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 336.000    | 18144.000    | 75.600     |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /favicon-128x128.png                | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 783.000    | 783.000    | 783.000      | 783.000    |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/house1.svg                  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 2903.000   | 142247.000   | 961.128    |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /images/top-logo.svg                | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 4749.000   | 4749.000   | 4749.000     | 4749.000   |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /index.html                         | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 704.000    | 704.000    | 704.000      | 704.000    |
| 240   | 0   | 54    | 186  | 0   | 0   | GET    | /favicon.ico                        | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 16958.000  | 915732.000   | 3815.550   |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /apple-touch-icon-180x180.png       | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 1020.000   | 1020.000   | 1020.000     | 1020.000   |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/house2.svg                  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 6430.000   | 315070.000   | 2128.851   |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/buildings2.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 23825.000  | 1167425.000  | 7888.007   |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /images/top-bg.png                  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 549793.000 | 549793.000 | 549793.000   | 549793.000 |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/buildings3.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 23793.000  | 1165857.000  | 7877.412   |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/buildings5.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 9858.000   | 483042.000   | 3263.797   |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/buildings6.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 9454.000   | 463246.000   | 3130.041   |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /images/buildings1.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 13886.000  | 680414.000   | 4597.392   |
| 148   | 0   | 49    | 99   | 0   | 0   | GET    | /client                             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 704.000    | 34496.000    | 233.081    |
+-------+-----+-------+------+-----+-----+--------+-------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+
