+-------+-----+-------+-------+-----+-----+--------+-------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+
| COUNT | 1XX |  2XX  |  3XX  | 4XX | 5XX | METHOD |                 URI                 |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
| 142   | 0   | 142   | 0     | 0   | 0   | GET    | /api/owner/sales                    | 0.009 | 0.161 | 5.288   | 0.037 | 0.056 | 0.093 | 0.147 | 0.026  | 428.000    | 9017.000   | 131623.000   | 926.923    |
| 2     | 0   | 2     | 0     | 0   | 0   | POST   | /api/initialize                     | 2.439 | 2.458 | 4.897   | 2.449 | 2.458 | 2.458 | 2.458 | 0.010  | 17.000     | 17.000     | 34.000       | 17.000     |
| 116   | 0   | 116   | 0     | 0   | 0   | POST   | /api/app/payment-methods            | 0.007 | 0.100 | 2.900   | 0.025 | 0.036 | 0.099 | 0.099 | 0.024  | 0.000      | 0.000      | 0.000        | 0.000      |
| 83    | 0   | 83    | 0     | 0   | 0   | POST   | /api/chair/activity                 | 0.008 | 0.114 | 2.551   | 0.031 | 0.049 | 0.112 | 0.114 | 0.027  | 0.000      | 0.000      | 0.000        | 0.000      |
| 117   | 0   | 116   | 0     | 0   | 1   | POST   | /api/app/users                      | 0.003 | 0.077 | 1.972   | 0.017 | 0.030 | 0.037 | 0.075 | 0.012  | 86.000     | 100.000    | 10076.000    | 86.120     |
| 197   | 0   | 197   | 0     | 0   | 0   | POST   | /api/app/rides/estimated-fare       | 0.001 | 0.084 | 1.500   | 0.008 | 0.016 | 0.028 | 0.058 | 0.010  | 26.000     | 29.000     | 5454.000     | 27.685     |
| 83    | 0   | 83    | 0     | 0   | 0   | POST   | /api/chair/chairs                   | 0.006 | 0.039 | 0.935   | 0.011 | 0.019 | 0.022 | 0.039 | 0.006  | 75.000     | 75.000     | 6225.000     | 75.000     |
| 172   | 0   | 172   | 0     | 0   | 0   | GET    | /api/owner/chairs                   | 0.001 | 0.034 | 0.647   | 0.004 | 0.009 | 0.013 | 0.029 | 0.005  | 561.000    | 19000.000  | 266151.000   | 1547.390   |
| 18056 | 0   | 2960  | 15096 | 0   | 0   | GET    | /assets.*                           | 0.000 | 0.012 | 0.182   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 184569.000 | 45733176.000 | 2532.852   |
| 2     | 0   | 2     | 0     | 0   | 0   | GET    | /api/owner/sales?                   | 0.030 | 0.038 | 0.068   | 0.034 | 0.038 | 0.038 | 0.038 | 0.004  | 9183.000   | 9183.000   | 18366.000    | 9183.000   |
| 10    | 0   | 10    | 0     | 0   | 0   | POST   | /api/owner/owners                   | 0.006 | 0.009 | 0.063   | 0.006 | 0.006 | 0.009 | 0.009 | 0.001  | 125.000    | 125.000    | 1250.000     | 125.000    |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/town.svg                    | 0.000 | 0.002 | 0.005   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 128735.000 | 15319465.000 | 17875.688  |
| 2     | 0   | 2     | 0     | 0   | 0   | GET    | /images/top-bg.png                  | 0.000 | 0.001 | 0.001   | 0.001 | 0.001 | 0.001 | 0.001 | 0.001  | 549793.000 | 549793.000 | 1099586.000  | 549793.000 |
| 2     | 0   | 2     | 0     | 0   | 0   | GET    | /index.html                         | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 704.000    | 704.000    | 1408.000     | 704.000    |
| 182   | 0   | 12    | 170   | 0   | 0   | GET    | /owner                              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 704.000    | 8448.000     | 46.418     |
| 2     | 0   | 2     | 0     | 0   | 0   | GET    | /images/top-logo.svg                | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 4749.000   | 4749.000   | 9498.000     | 4749.000   |
| 2     | 0   | 2     | 0     | 0   | 0   | GET    | /apple-touch-icon-180x180.png       | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 1020.000   | 1020.000   | 2040.000     | 1020.000   |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/buildings6.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 9454.000   | 1125026.000  | 1312.749   |
| 2     | 0   | 2     | 0     | 0   | 0   | GET    | /favicon-128x128.png                | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 783.000    | 783.000    | 1566.000     | 783.000    |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/buildings4.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 4582.000   | 545258.000   | 636.240    |
| 1037  | 0   | 129   | 908   | 0   | 0   | GET    | /favicon-32x32.png                  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 336.000    | 43344.000    | 41.797     |
| 1037  | 0   | 129   | 908   | 0   | 0   | GET    | /favicon.ico                        | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 16958.000  | 2187582.000  | 2109.529   |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/buildings5.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 9858.000   | 1173102.000  | 1368.847   |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/buildings2.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 23825.000  | 2835175.000  | 3308.256   |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/house2.svg                  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 6430.000   | 765170.000   | 892.847    |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/house1.svg                  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 2903.000   | 345457.000   | 403.100    |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/buildings3.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 23793.000  | 2831367.000  | 3303.812   |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /images/buildings1.svg              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 13886.000  | 1652434.000  | 1928.161   |
| 857   | 0   | 119   | 738   | 0   | 0   | GET    | /client                             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 704.000    | 83776.000    | 97.755     |
| 1     | 0   | 0     | 0     | 1   | 0   | GET    | /stream                             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 118.000    | 118.000    | 118.000      | 118.000    |
+-------+-----+-------+-------+-----+-----+--------+-------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+
